MotorJuego,tiempo,profundidad,color,turno
HeuristicSearch,0.10000000000000000,1,1,1
HeuristicSearch,0.16321759999846108,1,2,2
HeuristicSearch,0.21441700001014397,1,1,3
HeuristicSearch,0.5414834999974119,1,2,4
HeuristicSearch,0.6306076000037137,1,1,5
HeuristicSearch,0.7364762000070186,1,2,6
HeuristicSearch,1.6179973999969661,1,1,7
HeuristicSearch,1.2014083999965806,1,2,8
HeuristicSearch,2.1475696000125026,1,1,9
HeuristicSearch,1.824337199999718,1,2,10
HeuristicSearch,1.9106946999963839,1,1,11
HeuristicSearch,2.264838300005067,1,2,12
HeuristicSearch,2.607661400004872,1,1,13
HeuristicSearch,2.7169593000125026,1,2,
HeuristicSearch,2.58128410000063,1,1
HeuristicSearch,2.7822694999922533,1,2
HeuristicSearch,3.040554200008046,1,1
HeuristicSearch,3.8086502000078326,1,2
HeuristicSearch,4.915438099997118,1,1
HeuristicSearch,5.494849199996679,1,2
HeuristicSearch,5.531642200003262,1,1
HeuristicSearch,6.565072799989139,1,2
HeuristicSearch,7.473172800004249,1,1
HeuristicSearch,8.988254900003085,1,2
HeuristicSearch,9.453032799996436,1,1
HeuristicSearch,10.654582099989057,1,2
HeuristicSearch,11.220214400003897,1,1
HeuristicSearch,12.340227799999411,1,2
HeuristicSearch,14.358320700004697,1,1
HeuristicSearch,14.428114400012419,1,2
HeuristicSearch,14.826732700006687,1,1
HeuristicSearch,14.578597400002764,1,2
HeuristicSearch,14.53406960000575,1,1
HeuristicSearch,14.629081699997187,1,2
HeuristicSearch,14.783974199992372,1,1
HeuristicSearch,14.573035300010815,1,2
HeuristicSearch,15.187844500003848,1,1
HeuristicSearch,14.932219700000132,1,2
HeuristicSearch,15.384115099994233,1,1
HeuristicSearch,15.16559540000162,1,2
HeuristicSearch,15.40816380000615,1,1
HeuristicSearch,16.542159599994193,1,2
HeuristicSearch,16.80995029999758,1,1
